	id	cycle	setting1	setting2	setting3	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	av1	av2	av3	av4	av5	av6	av7	av8	av9	av10	av11	av12	av13	av14	av15	av16	av17	av18	av19	av20	av21	sd1	sd2	sd3	sd4	sd5	sd6	sd7	sd8	sd9	sd10	sd11	sd12	sd13	sd14	sd15	sd16	sd17	sd18	sd19	sd20	sd21	ttf	label_bnc	label_mcc
321	2	130	0.0035	-0.0003	100.0	518.67	642.06	1584.83	1409.98	14.62	21.61	554.42	2387.99	9060.71	1.3	47.26	522.4	2388.05	8137.8	8.4145	0.03	391	2388	100.0	38.92	23.3645	518.67	641.9179999999999	1588.3440000000005	1402.3579999999988	14.62	21.606	554.2580000000004	2388.0039999999995	9056.251999999997	1.3	47.23599999999999	522.22	2388.0319999999983	8138.189999999992	8.418960000000002	0.03	391.6	2388.0	100.0	38.98400000000002	23.378680000000035	0.0	0.30400657887572125	2.9970952604150063	4.775507302894517	0.0	0.005477225575051221	0.2431460466479146	0.0409878030644245	2.9943480091577825	0.0	0.033615472627850744	0.17762319668225587	0.04024922359406423	2.969873734690085	0.018487103613046996	0.0	0.5477225575052641	0.0	0.0	0.07700649323269892	0.03660378395741222	157	0	0
608	3	130	-0.0006	0.0	100.0	518.67	642.57	1584.08	1410.11	14.62	21.61	553.51	2388.1	9089.67	1.3	47.53	521.55	2388.09	8168.38	8.4656	0.03	392	2388	100.0	38.85	23.322	518.67	642.6640000000006	1590.112	1406.2500000000002	14.62	21.61000000000001	553.832	2388.052	9085.814000000002	1.3	47.47200000000003	521.8220000000001	2388.0799999999995	8164.352000000006	8.450199999999999	0.03	393.0	2388.0	100.0	38.884000000000036	23.291779999999974	0.0	0.318323734585235	6.2546039043260535	6.006126039302207	0.0	0.0	0.3773857442975888	0.03420526275253755	6.073115345483941	0.0	0.0975704873411196	0.44200678727796827	0.026457513109275445	5.201045087294873	0.01566796093945132	0.0	0.9999999999999538	0.0	0.0	0.024083189157589547	0.032752664013791566	49	0	0
787	4	130	-0.002	0.0002	100.0	518.67	642.28	1593.61	1406.21	14.62	21.61	553.45	2388.1	9075.76	1.3	47.48	521.63	2388.06	8148.92	8.4323	0.03	392	2388	100.0	38.92	23.4297	518.67	642.3560000000001	1591.8559999999984	1408.6159999999984	14.62	21.61000000000001	553.5619999999999	2388.065999999999	9073.856000000002	1.3	47.558000000000035	521.4819999999997	2388.0660000000003	8151.765999999996	8.441159999999991	0.03	393.6	2388.0	100.0	38.808000000000035	23.347219999999968	0.0	0.33842281246983297	1.5361575440049882	5.759859373284574	0.0	0.0	0.2643293400286278	0.042190046220781284	3.8831726719585578	0.0	0.13845576911055502	0.182674574037888	0.005477225576229827	2.219409831438603	0.01485254186999921	0.0	1.516575088810184	0.0	0.0	0.13179529581890428	0.053134329768995535	59	0	0
976	5	130	0.0021	0.0001	100.0	518.67	643.07	1586.07	1408.21	14.62	21.61	553.76	2388.04	9073.87	1.3	47.27	522.11	2388.01	8154.97	8.4067	0.03	392	2388	100.0	38.96	23.363000000000003	518.67	642.4779999999997	1586.2119999999975	1405.8020000000006	14.62	21.61000000000001	554.1780000000001	2388.018	9073.802000000003	1.3	47.27400000000002	522.2059999999999	2388.01	8154.046000000002	8.396160000000004	0.03	392.4	2388.0	100.0	38.970000000000034	23.37247999999999	0.0	0.4449381979557451	3.0841319686442192	5.374859998175374	0.0	0.0	0.4164972989102392	0.031144823005075	2.694470263324269	0.0	0.09939818911830656	0.3158005699807704	0.025495097568873443	3.5381746706589867	0.01524657338552219	0.0	1.1401754250992209	0.0	0.0	0.09380831519643958	0.057383203117288825	139	0	0
130	1	131	0.0002	-0.0001	100.0	518.67	643.01	1585.78	1413.25	14.62	21.61	553.7	2388.11	9045.1	1.3	47.7	521.45	2388.13	8126.38	8.4328	0.03	391	2388	100.0	38.73	23.3435	518.67	642.7159999999998	1588.7560000000005	1408.0939999999994	14.62	21.61	553.0660000000001	2388.110000000001	9047.728	1.3	47.60399999999997	521.6520000000003	2388.1179999999995	8128.815999999989	8.43972	0.03	392.8	2388.0	100.0	38.80800000000001	23.299299999999985	0.0	0.28103380579577764	3.6481680334103133	5.45575201049282	0.0	0.0	0.6410772184367536	0.020000000001189736	5.263684071074791	0.0	0.08792041856135352	0.3141178122934081	0.03420526275521478	3.4905056940184713	0.029529426001867174	0.0	1.0954451150102686	0.0	0.0	0.0849705831450472	0.04185397233237912	61	0	0
322	2	131	-0.0001	0.0001	100.0	518.67	641.96	1587.61	1394.26	14.62	21.61	554.88	2388.01	9055.73	1.3	47.36	522.37	2387.98	8141.5	8.4074	0.03	392	2388	100.0	39.02	23.4016	518.67	641.8959999999997	1588.3760000000007	1400.5279999999989	14.62	21.606	554.4280000000006	2388.013999999999	9055.981999999998	1.3	47.252	522.3040000000002	2388.0299999999984	8139.151999999993	8.415580000000002	0.03	391.6	2388.0	100.0	39.00600000000002	23.387160000000033	0.0	0.29407482041092203	2.9859973208297035	5.8938162509531775	0.0	0.005477225575051221	0.3266802718259913	0.032863353451223626	2.9617089661129032	0.0	0.06457553716379337	0.10064790111944694	0.043011626334320284	3.1368567069606885	0.01880882771465585	0.0	0.5477225575052641	0.0	0.0	0.06542170893517471	0.035866600061905965	156	0	0
609	3	131	-0.0042	0.0002	100.0	518.67	642.5	1589.91	1406.13	14.62	21.61	553.7	2388.09	9085.91	1.3	47.44	521.22	2388.02	8166.86	8.4311	0.03	394	2388	100.0	38.77	23.2491	518.67	642.6120000000006	1591.4679999999996	1405.4840000000004	14.62	21.61000000000001	553.6899999999998	2388.0660000000003	9087.782000000003	1.3	47.47800000000004	521.7540000000001	2388.0619999999994	8166.484000000008	8.444479999999999	0.03	393.0	2388.0	100.0	38.858000000000025	23.284699999999976	0.0	0.3199531215666744	4.964349907088937	5.648245745360772	0.0	0.0	0.1950640920284949	0.032093613070475716	2.8822508564508853	0.0	0.09364827814745537	0.5128645045230962	0.031144823003535174	2.5155178393473667	0.01652957954698636	0.0	0.9999999999999538	0.0	0.0	0.05403702434441891	0.038108070011486	48	0	0
788	4	131	-0.0022	-0.0003	100.0	518.67	642.81	1593.8	1399.75	14.62	21.61	553.55	2388.08	9071.08	1.3	47.5	521.17	2388.07	8155.09	8.4256	0.03	394	2388	100.0	38.79	23.2136	518.67	642.4060000000002	1592.1299999999985	1407.5519999999985	14.62	21.61000000000001	553.51	2388.0579999999986	9073.576	1.3	47.542000000000044	521.4479999999999	2388.068	8152.799999999997	8.434979999999992	0.03	393.6	2388.0	100.0	38.784000000000034	23.328199999999967	0.0	0.3905508929704149	1.768714222254134	6.947576555894215	0.0	0.0	0.2261636575578572	0.031937438847810085	4.053915391351934	0.0	0.13989281611289187	0.2263183598383269	0.004472135956063249	2.3451332584489406	0.013212002119289344	0.0	1.516575088810184	0.0	0.0	0.1188696765369174	0.0803970459656306	58	0	0
977	5	131	0.0001	-0.0002	100.0	518.67	642.21	1586.16	1397.93	14.62	21.61	554.12	2387.99	9078.24	1.3	47.38	522.6	2387.97	8154.99	8.4124	0.03	393	2388	100.0	38.85	23.2558	518.67	642.5479999999998	1586.8859999999975	1403.2300000000007	14.62	21.61000000000001	554.2040000000003	2388.012	9073.948000000004	1.3	47.31600000000001	522.3019999999998	2388.0019999999995	8154.676000000001	8.396400000000002	0.03	392.6	2388.0	100.0	38.92600000000003	23.337959999999992	0.0	0.33811240734422743	2.4529940888668893	5.467375970243063	0.0	0.0	0.4057462261063737	0.03346640106178949	2.9529933965279844	0.0	0.08820430828478383	0.3537937252129307	0.031144823005325645	3.320953176439973	0.015548954948809741	0.0	1.140175425099227	0.0	0.0	0.08648699324170883	0.066521334923459	138	0	0
131	1	132	0.0032	-0.0001	100.0	518.67	643.19	1596.06	1405.76	14.62	21.61	553.16	2388.17	9044.04	1.3	47.56	521.64	2388.16	8128.92	8.4227	0.03	393	2388	100.0	38.53	23.3186	518.67	642.7559999999997	1590.5880000000006	1409.3479999999995	14.62	21.61	552.9360000000001	2388.126000000001	9046.956000000002	1.3	47.58999999999996	521.7120000000001	2388.13	8127.999999999988	8.43174	0.03	392.8	2388.0	100.0	38.732000000000006	23.307579999999987	0.0	0.3382011235937443	4.646479312339258	3.264087927736377	0.0	0.0	0.5036665563628885	0.02966479394944599	5.509476381663599	0.0	0.08831760866329792	0.2643293400286847	0.03674234614433039	2.6415052526863576	0.027091197832504098	0.0	1.0954451150102686	0.0	0.0	0.12930583900201936	0.040460808197560975	60	0	0
323	2	132	0.0002	0.0006	100.0	518.67	642.01	1586.66	1398.78	14.62	21.61	554.4	2388.13	9059.84	1.3	47.12	522.25	2388.03	8140.33	8.4102	0.03	390	2388	100.0	38.91	23.313000000000002	518.67	641.8459999999998	1588.3780000000006	1400.1219999999992	14.62	21.606	554.4920000000004	2388.0419999999995	9056.699999999997	1.3	47.23399999999999	522.3140000000002	2388.0199999999986	8140.319999999994	8.408100000000001	0.03	391.4	2388.0	100.0	38.97200000000002	23.381760000000032	0.0	0.2312574323123795	2.984555243248511	5.939277733866307	0.0	0.005477225575051221	0.2674322344076019	0.05761944116421111	3.439534852263728	0.0	0.08763560920079237	0.08961026726758173	0.03316624790272517	1.7458379077127053	0.005894913061258211	0.0	0.8944271909999362	0.0	0.0	0.061400325732012075	0.04548486561484882	155	0	0
610	3	132	-0.0013	-0.0001	100.0	518.67	642.35	1592.88	1408.51	14.62	21.61	553.0	2388.07	9095.25	1.3	47.57	521.22	2388.03	8166.4	8.4631	0.03	394	2388	100.0	38.82	23.3883	518.67	642.5480000000006	1591.3220000000001	1407.996	14.62	21.61000000000001	553.4879999999998	2388.07	9089.226000000002	1.3	47.484000000000044	521.7140000000002	2388.05	8166.772000000007	8.449699999999998	0.03	393.4	2388.0	100.0	38.840000000000025	23.30589999999998	0.0	0.3370014836765848	4.895867645271247	1.8920570815860245	0.0	0.0	0.2836723462001565	0.03082207001327877	4.430387116210366	0.0	0.0993981891182272	0.5517517557739868	0.029154759472697387	2.3759776935138643	0.017659416751415462	0.0	0.8944271909998069	0.0	0.0	0.04690415759822311	0.05976809349477775	47	0	0
789	4	132	0.0007	0.0004	100.0	518.67	642.41	1591.45	1409.15	14.62	21.61	552.95	2388.07	9086.47	1.3	47.75	521.67	2388.06	8153.64	8.4385	0.03	394	2388	100.0	38.76	23.2413	518.67	642.5140000000001	1592.1019999999985	1407.3239999999985	14.62	21.61000000000001	553.428	2388.061999999999	9075.976	1.3	47.59400000000004	521.4379999999999	2388.0660000000003	8152.977999999997	8.433139999999991	0.03	393.8	2388.0	100.0	38.814000000000036	23.314659999999968	0.0	0.2571575392634085	1.780469039327541	6.853326199737638	0.0	0.0	0.3398823325798045	0.031937438847489716	7.113243282799082	0.0	0.16226521500307844	0.21194338866757767	0.005477225576229827	2.3739882055062966	0.011531391936800871	0.0	1.483239697418991	0.0	0.0	0.07469939758788549	0.08961173472263143	57	0	0
978	5	132	0.0021	-0.0002	100.0	518.67	642.43	1591.74	1399.12	14.62	21.61	554.63	2388.02	9067.58	1.3	47.26	522.04	2387.98	8156.38	8.4106	0.03	391	2388	100.0	38.97	23.2871	518.67	642.5479999999998	1588.5139999999978	1401.3520000000005	14.62	21.61000000000001	554.2100000000003	2388.014	9072.758000000003	1.3	47.30200000000001	522.202	2388.004	8155.483999999998	8.404100000000003	0.03	392.2	2388.0	100.0	38.94000000000003	23.308299999999992	0.0	0.33811240734422743	2.4279785831062197	4.768335139227948	0.0	0.0	0.4132190702273657	0.033615472628326946	4.1284646056298255	0.0	0.09093954035510507	0.34010292559781996	0.028809720582373813	3.0942414256364383	0.008393151970504309	0.0	1.303840481040599	0.0	0.0	0.08689073598486906	0.03998112054455315	137	0	0
132	1	133	0.0032	-0.0002	100.0	518.67	642.45	1592.64	1410.11	14.62	21.61	553.82	2388.11	9050.95	1.3	47.57	521.23	2388.09	8130.93	8.4604	0.03	394	2388	100.0	38.95	23.2521	518.67	642.7519999999997	1590.3420000000006	1409.9579999999994	14.62	21.61	553.1520000000003	2388.1220000000008	9045.828000000003	1.3	47.57999999999996	521.5660000000003	2388.1159999999995	8127.769999999988	8.435559999999999	0.03	393.0	2388.0	100.0	38.752000000000024	23.305179999999986	0.0	0.34252007240462223	4.4580174966005925	3.0042586439907875	0.0	0.0	0.6173491718620485	0.030331501777192488	3.090043689035053	0.0	0.08689073598493346	0.29313819266686164	0.03577708764200894	2.212701968175736	0.02996986820124195	0.0	1.224744871391531	0.0	0.0	0.1569076161313228	0.04389484024347001	59	0	0
324	2	133	-0.0016	-0.0004	100.0	518.67	642.84	1581.22	1393.87	14.62	21.61	554.21	2388.04	9060.79	1.3	47.18	521.71	2388.05	8140.53	8.4054	0.03	392	2388	100.0	38.89	23.2668	518.67	642.1059999999998	1586.1820000000007	1399.4279999999994	14.62	21.608	554.5020000000005	2388.0479999999993	9057.971999999998	1.3	47.22999999999998	522.1840000000002	2388.019999999999	8139.961999999994	8.40722	0.03	391.4	2388.0	100.0	38.940000000000026	23.355800000000034	0.0	0.438839378360376	3.4694192597610027	6.5199670244565535	0.0	0.004472135955000875	0.2524282076159905	0.054954526656884384	3.5639472498770535	0.0	0.08999999999996873	0.2785318653216564	0.03316624790272517	1.3779586350851725	0.005906098543015776	0.0	0.8944271909999362	0.0	0.0	0.05147815070489459	0.06689816888376901	154	0	0
611	3	133	-0.001	-0.0003	100.0	518.67	642.62	1589.14	1409.48	14.62	21.61	553.52	2388.01	9089.42	1.3	47.47	521.44	2388.0	8167.34	8.4447	0.03	394	2388	100.0	38.75	23.3143	518.67	642.6280000000006	1590.7020000000002	1408.0280000000002	14.62	21.61000000000001	553.4579999999999	2388.068	9090.302	1.3	47.46800000000004	521.5720000000001	2388.036	8166.402000000007	8.446899999999998	0.03	393.4	2388.0	100.0	38.812000000000026	23.30381999999998	0.0	0.2827896744937225	4.946576593970074	1.9211767227352616	0.0	0.0	0.2670580461223293	0.03492849839177647	3.3862767163162237	0.0	0.09230384607362754	0.5004697793069895	0.033615472626409904	2.0231460649382647	0.01697218312416403	0.0	0.8944271909998069	0.0	0.0	0.05118593556826155	0.059127802259178214	46	0	0
790	4	133	-0.0006	0.0	100.0	518.67	642.95	1592.11	1412.36	14.62	21.61	553.82	2388.09	9072.61	1.3	47.62	521.53	2388.11	8154.88	8.4652	0.03	393	2388	100.0	38.8	23.1877	518.67	642.5500000000002	1592.0819999999987	1406.2139999999986	14.62	21.61000000000001	553.53	2388.071999999999	9074.804	1.3	47.560000000000045	521.4619999999999	2388.074	8153.313999999998	8.44221999999999	0.03	393.2	2388.0	100.0	38.802000000000035	23.288859999999968	0.0	0.3092733418838905	1.7795139785918743	4.873646478767805	0.0	0.0	0.3707424982382712	0.0311448230061001	7.082282824080154	0.0	0.12429802894654225	0.2147556751285248	0.020736441353402076	2.5272079455165906	0.015568782868293994	0.0	0.8366600265338755	0.0	0.0	0.07014271166694637	0.1059569865558584	56	0	0
979	5	133	-0.0037	-0.0003	100.0	518.67	642.28	1589.63	1404.86	14.62	21.61	553.91	2387.97	9070.01	1.3	47.3	521.62	2387.96	8151.26	8.4125	0.03	392	2388	100.0	38.9	23.2596	518.67	642.5339999999998	1588.4879999999978	1401.4460000000006	14.62	21.61000000000001	554.2140000000003	2387.998	9071.924000000005	1.3	47.28000000000002	522.1719999999998	2387.988	8155.488	8.407020000000003	0.03	391.8	2388.0	100.0	38.948000000000036	23.29721999999999	0.0	0.3496140729434592	2.4119431999992123	4.8471775292427095	0.0	0.0	0.4094264280668477	0.03114482300554953	4.190122909884212	0.0	0.06892024376044223	0.3906020993290163	0.025884358210952564	3.0873888644166247	0.008235107770996734	0.0	0.8366600265341834	0.0	0.0	0.07918333157927034	0.045019240331193824	136	0	0
133	1	134	-0.0014	0.0	100.0	518.67	642.85	1583.62	1402.67	14.62	21.61	553.2	2388.11	9046.16	1.3	47.75	521.52	2388.13	8131.3	8.4293	0.03	393	2388	100.0	38.68	23.2833	518.67	642.8399999999998	1588.8000000000006	1408.8079999999993	14.62	21.61	553.3080000000001	2388.126000000001	9045.844000000003	1.3	47.60799999999996	521.4660000000001	2388.1159999999995	8128.563999999987	8.4278	0.03	393.0	2388.0	100.0	38.72000000000001	23.308719999999987	0.0	0.2842534080711722	5.287154244014255	4.478819040773424	0.0	0.0	0.4661759324535452	0.026076809622027214	3.091881304342853	0.0	0.11649034294740307	0.14976648490234232	0.03577708764200894	2.6785873142337	0.023832855473063658	0.0	1.224744871391531	0.0	0.0	0.15066519173325096	0.04048619517810796	58	0	0
325	2	134	0.0026	0.0001	100.0	518.67	642.76	1586.44	1406.2	14.62	21.6	553.88	2388.02	9061.2	1.3	47.17	521.95	2388.02	8142.84	8.381	0.03	390	2388	100.0	38.95	23.3367	518.67	642.3259999999998	1585.3520000000005	1400.6179999999995	14.62	21.608	554.3580000000005	2388.038	9059.653999999997	1.3	47.21799999999999	522.1360000000002	2388.025999999999	8140.599999999993	8.4037	0.03	391.0	2388.0	100.0	38.938000000000024	23.336520000000032	0.0	0.4350632137973807	2.516896898961187	7.21359272484938	0.0	0.004472135955000875	0.3634831495411674	0.054497706374414034	2.2487841158864916	0.0	0.09391485505496612	0.29728773940323155	0.028809720580546105	1.8537394638967255	0.013141156722294043	0.0	0.9999999999999556	0.0	0.0	0.05069516742250445	0.051069531033695666	153	0	0
612	3	134	0.0005	-0.0005	100.0	518.67	642.45	1586.99	1406.61	14.62	21.61	554.21	2388.05	9091.09	1.3	47.64	521.6	2388.07	8169.28	8.4601	0.03	393	2388	100.0	38.84	23.208000000000002	518.67	642.4980000000006	1588.6	1408.1680000000006	14.62	21.61000000000001	553.5880000000001	2388.064	9090.268	1.3	47.53000000000005	521.4060000000002	2388.042	8167.652000000007	8.452919999999999	0.03	393.4	2388.0	100.0	38.806000000000026	23.29633999999998	0.0	0.10521406750144012	3.2919826852534837	1.7457433946544556	0.0	0.0	0.4347067977370621	0.03577708763886147	3.3750881469179363	0.0	0.07968688725242164	0.1793878479706217	0.037013511045380185	1.1696666192027094	0.01465987721640936	0.0	0.8944271909998069	0.0	0.0	0.04393176527295722	0.06977322552383909	45	0	0
791	4	134	-0.0001	0.0006	100.0	518.67	642.82	1590.54	1413.59	14.62	21.61	553.25	2388.1	9082.5	1.3	47.61	521.45	2388.09	8152.47	8.43	0.03	394	2388	100.0	38.77	23.3469	518.67	642.6540000000001	1592.3019999999985	1408.2119999999984	14.62	21.61000000000001	553.404	2388.0879999999993	9077.684	1.3	47.59200000000004	521.4899999999997	2388.078	8152.999999999997	8.43831999999999	0.03	393.4	2388.0	100.0	38.808000000000035	23.283839999999966	0.0	0.2910841802641202	1.3984169621413156	5.536742724744612	0.0	0.0	0.326465924714784	0.013038404809742369	6.584977600594399	0.0	0.1084896308409038	0.1984943324125889	0.021679483388674824	2.51194148018678	0.015730766033480118	0.0	0.8944271909997177	0.0	0.0	0.06457553716379531	0.101535599668285	55	0	0
980	5	134	-0.0029	-0.0003	100.0	518.67	641.32	1585.83	1399.74	14.62	21.61	554.34	2388.01	9065.89	1.3	47.38	521.86	2387.98	8153.79	8.4053	0.03	391	2388	100.0	39.09	23.4019	518.67	642.2619999999997	1587.885999999998	1401.9720000000007	14.62	21.61000000000001	554.1520000000003	2388.006	9071.118000000006	1.3	47.31800000000002	522.0459999999998	2387.98	8154.278	8.409500000000003	0.03	391.8	2388.0	100.0	38.954000000000036	23.31347999999999	0.0	0.6267934268960638	2.6645318538196974	4.37911749100133	0.0	0.0	0.34535488993133906	0.027018512172804456	4.984312389882466	0.0	0.058480766068829126	0.36301515119953615	0.018708286933160945	1.920330700711919	0.003320391543159208	0.0	0.8366600265341834	0.0	0.0	0.09016651263076053	0.06556727079876314	135	0	0
134	1	135	-0.0017	0.0001	100.0	518.67	642.45	1585.55	1406.83	14.62	21.61	553.09	2388.14	9050.65	1.3	47.34	520.99	2388.12	8129.34	8.4242	0.03	392	2388	100.0	38.85	23.2744	518.67	642.7899999999997	1588.7300000000007	1407.7239999999995	14.62	21.61	553.3940000000001	2388.128000000001	9047.380000000003	1.3	47.58399999999995	521.3660000000003	2388.1259999999993	8129.373999999989	8.433879999999998	0.03	392.6	2388.0	100.0	38.74800000000001	23.294379999999986	0.0	0.3328663395419598	5.337227744812674	4.075203062424713	0.0	0.0	0.3390870094813647	0.02683281573118693	3.2124834630075885	0.0	0.15915401345867153	0.2577401792503459	0.02509980079972037	1.9558834321038072	0.015363495695961984	0.0	1.1401754250990803	0.0	0.0	0.16099689438003145	0.03643126404613721	57	0	0
326	2	135	0.0009	-0.0002	100.0	518.67	642.02	1580.12	1404.56	14.62	21.61	554.52	2388.01	9051.53	1.3	47.34	522.13	2388.03	8129.68	8.4108	0.03	392	2388	100.0	38.91	23.3992	518.67	642.3179999999999	1584.4100000000005	1399.5339999999994	14.62	21.608	554.3780000000005	2388.0419999999995	9057.817999999996	1.3	47.234	522.0820000000001	2388.0219999999995	8138.9759999999915	8.402960000000002	0.03	391.2	2388.0	100.0	38.936000000000014	23.343460000000032	0.0	0.44149745186093775	3.4642315165127693	5.704400056097107	0.0	0.004472135955000875	0.3704321800280676	0.05069516742321725	4.130916363219618	0.0	0.10853570840969476	0.25946097972413423	0.025884358209840645	5.2906738701229115	0.01246787872895424	0.0	1.0954451150103188	0.0	0.0	0.051768716422137775	0.0577439866999283	152	0	0
613	3	135	0.0012	-0.0	100.0	518.67	642.52	1588.65	1407.5	14.62	21.61	553.69	2387.99	9089.64	1.3	47.54	521.63	2388.06	8163.38	8.4512	0.03	393	2388	100.0	38.79	23.3407	518.67	642.4880000000005	1589.514	1407.6460000000006	14.62	21.61000000000001	553.624	2388.042	9090.261999999999	1.3	47.532000000000046	521.4220000000001	2388.036	8166.652000000007	8.450039999999998	0.03	393.6	2388.0	100.0	38.794000000000025	23.30007999999998	0.0	0.09884331034617892	2.1647009031296496	1.369572926127288	0.0	0.0	0.4340852450830874	0.04147288270691379	3.3764433949744017	0.0	0.0798122797568146	0.19804039991764516	0.028809720579956788	2.1326321764605023	0.012848657517428743	0.0	0.5477225575049495	0.0	0.0	0.036469165057591874	0.07195944691283078	44	0	0
792	4	135	-0.0009	-0.0002	100.0	518.67	642.8	1586.98	1406.54	14.62	21.61	553.14	2388.1	9086.62	1.3	47.67	521.43	2388.03	8155.68	8.4922	0.03	393	2388	100.0	38.62	23.2783	518.67	642.7580000000003	1590.9759999999985	1408.2779999999982	14.62	21.61000000000001	553.342	2388.0879999999993	9079.856000000002	1.3	47.630000000000045	521.4499999999996	2388.072	8154.351999999997	8.45029999999999	0.03	393.6	2388.0	100.0	38.74800000000003	23.25355999999997	0.0	0.2038872237292528	2.5319814375309395	5.508808401098434	0.0	0.0	0.3444851230457451	0.013038404809742369	7.516816480424768	0.0	0.09137833441246	0.18275666882469896	0.03033150177624609	1.2880100930817953	0.02801356814117189	0.0	0.5477225575048295	0.0	0.0	0.0732802838421727	0.062066641603982425	54	0	0
981	5	135	0.0007	0.0001	100.0	518.67	641.98	1587.28	1402.53	14.62	21.61	554.09	2388.04	9069.11	1.3	47.23	522.34	2388.02	8154.79	8.4215	0.03	391	2388	100.0	39.01	23.4529	518.67	642.0439999999998	1588.1279999999979	1400.8360000000007	14.62	21.61000000000001	554.2180000000004	2388.006	9070.166000000003	1.3	47.31000000000002	522.0919999999999	2387.9819999999995	8154.241999999999	8.412460000000003	0.03	391.6	2388.0	100.0	38.964000000000034	23.331459999999996	0.0	0.43603898908254585	2.5087586571890315	2.8130463913694825	0.0	0.0	0.27635122579714866	0.027018512172804456	4.7775652795049846	0.0	0.06855654600399345	0.3869366873279817	0.022803508501424416	1.9057465728936336	0.005840633527267065	0.0	0.8944271910000215	0.0	0.0	0.0937016542009456	0.09022966806986957	134	0	0
135	1	136	0.003	-0.0001	100.0	518.67	642.84	1584.72	1404.39	14.62	21.61	554.18	2388.06	9040.89	1.3	47.43	521.54	2388.11	8130.43	8.4469	0.03	393	2388	100.0	38.76	23.1699	518.67	642.7559999999997	1588.5180000000007	1405.9519999999993	14.62	21.61	553.4900000000001	2388.1180000000004	9046.538000000004	1.3	47.52999999999995	521.3840000000004	2388.1219999999994	8130.183999999989	8.436699999999998	0.03	393.0	2388.0	100.0	38.75400000000001	23.259659999999986	0.0	0.3128577951722838	5.502201377630434	2.7976811826935353	0.0	0.0	0.4842520005111989	0.04086563348409264	4.320216429778012	0.0	0.15572411502398126	0.2680111937960722	0.025884358214349163	1.0213373585559962	0.01637635490577155	0.0	0.707106781186447	0.0	0.0	0.16071714283179148	0.05559687940881471	56	0	0
327	2	136	0.001	-0.0003	100.0	518.67	642.06	1582.91	1402.67	14.62	21.61	554.5	2388.05	9056.59	1.3	47.09	521.86	2387.99	8142.13	8.3889	0.03	389	2388	100.0	39.0	23.4236	518.67	642.3379999999999	1583.4700000000007	1401.2159999999994	14.62	21.608	554.3020000000006	2388.05	9057.989999999996	1.3	47.17999999999999	521.9800000000001	2388.0239999999994	8139.101999999992	8.399260000000002	0.03	390.6	2388.0	100.0	38.93200000000001	23.347860000000033	0.0	0.4231075513385649	2.983102411919526	4.95061915319683	0.0	0.004472135955000875	0.265932322218302	0.04743416490342147	4.03912738099577	0.0	0.09669539802905858	0.21424285285456365	0.021908902298728602	5.372678103143893	0.013521390461043285	0.0	1.3416407864997868	0.0	0.0	0.04381780460036057	0.06380210027892086	151	0	0
614	3	136	0.0015	-0.0001	100.0	518.67	642.6	1592.25	1405.41	14.62	21.61	553.83	2388.08	9097.15	1.3	47.6	521.37	2388.09	8166.47	8.4234	0.03	395	2388	100.0	38.66	23.272	518.67	642.5080000000005	1589.9820000000002	1407.5020000000006	14.62	21.61000000000001	553.65	2388.04	9092.51	1.3	47.564000000000036	521.452	2388.05	8166.574000000009	8.4485	0.03	393.8	2388.0	100.0	38.77200000000003	23.304659999999977	0.0	0.1112205017080988	2.4988737463127646	1.5890783492267346	0.0	0.0	0.4435651023230623	0.03872983346240001	3.4942309596564387	0.0	0.06426507605206591	0.16902662512030406	0.03535533905805615	2.1302535060585064	0.015807118649525092	0.0	0.8366600265339117	0.0	0.0	0.0712039324756547	0.06855160829623558	43	0	0
793	4	136	-0.0009	0.0001	100.0	518.67	642.88	1588.88	1410.65	14.62	21.61	553.84	2388.1	9080.72	1.3	47.76	521.58	2388.11	8156.39	8.4835	0.03	393	2388	100.0	38.72	23.2597	518.67	642.7720000000003	1589.9919999999984	1410.4579999999985	14.62	21.61000000000001	553.4	2388.091999999999	9081.784	1.3	47.682000000000045	521.5319999999996	2388.080000000001	8154.611999999996	8.46187999999999	0.03	393.4	2388.0	100.0	38.73400000000004	23.262779999999974	0.0	0.21064187617855532	2.074890358548809	2.7624934389098352	0.0	0.0	0.4070012284992385	0.013038404808783237	5.72609203562345	0.0	0.07049822692802253	0.09808159868157684	0.03464101615131323	1.5737439435563432	0.027206194147657733	0.0	0.5477225575048424	0.0	0.0	0.06985699678620995	0.05793299577958595	53	0	0
982	5	136	-0.0021	-0.0002	100.0	518.67	641.52	1578.2	1402.29	14.62	21.61	554.81	2388.0	9072.7	1.3	47.2	521.98	2388.03	8153.25	8.4259	0.03	391	2388	100.0	39.1	23.3288	518.67	641.9059999999997	1586.5359999999982	1401.7080000000005	14.62	21.61000000000001	554.3560000000003	2388.008	9069.058000000006	1.3	47.27400000000002	521.9680000000001	2387.994	8153.894	8.415160000000004	0.03	391.2	2388.0	100.0	39.01400000000003	23.346059999999994	0.0	0.4775772188873291	5.176758638377208	2.319497790469818	0.0	0.0	0.3711872842646641	0.025884358211599668	2.568748722614049	0.0	0.0698569967862837	0.2629068276035226	0.029664793948425288	1.8938400143856404	0.008376037249188416	0.0	0.4472135955002074	0.0	0.0	0.08384509526499911	0.08028451282781275	133	0	0
